ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
MRK,Merck & Co.,epa_ghgrp,,365529.704,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'MERCK & CO INC' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
MGM,MGM Resorts,epa_ghgrp,,110103.336,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'MGM RESORTS INTERNATIONAL' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
MCHP,Microchip Technology,epa_ghgrp,,472938.201976,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'MICROCHIP TECHNOLOGY INC' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
MU,Micron Technology,epa_ghgrp,,303884.3484487,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'MICRON TECHNOLOGY INC' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
TAP,Molson Coors Beverage Company,epa_ghgrp,,414577.044,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'MOLSON COORS BEVERAGE CO' (6 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
NEM,Newmont,epa_ghgrp,,1474699.396,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'NEWMONT CORP' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
NI,NiSource,epa_ghgrp,,4456754.266,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'NISOURCE INC' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
NOC,Northrop Grumman,epa_ghgrp,,110192.27799999999,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'NORTHROP GRUMMAN CORP' (3 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
NRG,NRG Energy,epa_ghgrp,,22878264.123999998,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'NRG ENERGY INC' (16 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
NUE,Nucor,epa_ghgrp,,5761770.626,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'NUCOR CORP' (26 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
OXY,Occidental Petroleum,epa_ghgrp,,8112721.41,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'OCCIDENTAL PETROLEUM CORP' (36 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
OKE,Oneok,epa_ghgrp,,3005177.0679999995,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'ONEOK INC' (32 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
MKC,McCormick & Company,cdp_pdf,https://www.mccormickcorporation.com/responsibility/-/media/caa540e768264e89aa63d6e439e26a3f.ashx,36927.0,40487.0,41497.0,,,,old,
